left_elbow_angle,right_elbow_angle,shoulder_hip_dist,view_type,label
159.35,138.89,0.2292,2,-1
158.5,144.4,0.2281,2,-1
154.44,147.9,0.2292,2,-1
154.41,146.35,0.2323,2,-1
152.34,145.7,0.2323,2,-1
151.28,141.85,0.2333,2,-1
148.5,137.97,0.2354,2,-1
145.03,130.31,0.2354,2,-1
143.07,127.33,0.2365,2,-1
141.82,122.5,0.2344,2,-1
140.23,114.66,0.2344,2,-1
135.98,106.49,0.2365,2,-1
133.06,103.66,0.2323,2,-1
130.82,96.49,0.2302,2,-1
130.58,92.2,0.2302,2,-1
127.51,89.87,0.2323,2,-1
121.35,82.57,0.2313,2,-1
117.26,75.26,0.2281,2,-1
108.23,73.16,0.2313,2,0
104.82,70.33,0.224,2,0
104.43,74.6,0.2229,2,0
100.75,68.7,0.2167,2,0
94.27,60.5,0.2052,2,0
90.2,54.99,0.1979,2,0
85.56,50.5,0.1896,2,0
81.28,62.02,0.1844,2,0
80.4,52.44,0.1802,2,0
78.23,67.8,0.176,2,0
78.34,53.89,0.1719,2,0
73.61,50.34,0.1667,2,0
75.85,48.75,0.1677,2,0
73.94,47.66,0.1615,2,0
74.45,46.92,0.1615,2,0
74.63,47.88,0.1562,2,0
75.78,50.72,0.1583,2,0
77.95,51.54,0.1583,2,0
78.88,60.49,0.1625,2,0
80.22,55.78,0.1667,2,0
81.13,53.23,0.1688,2,0
84.29,58.03,0.1708,2,0
88.92,65.46,0.1771,2,0
95.21,71.9,0.1844,2,0
102.7,80.4,0.1958,2,-1
109.53,97.28,0.2083,2,-1
117.07,104.29,0.2229,2,-1
118.5,101.9,0.2229,2,-1
122.39,110.08,0.2385,2,-1
126.79,99.45,0.2458,2,-1
138.33,118.37,0.2427,2,-1
141.65,129.13,0.2427,2,-1
145.07,130.82,0.2427,2,-1
147.67,134.71,0.2344,2,-1
151.84,137.35,0.226,2,-1
153.4,145.08,0.224,2,-1
154.91,151.8,0.2208,2,1
155.96,152.13,0.2167,2,1
159.29,152.45,0.2125,2,1
161.03,153.18,0.2042,2,1
164.03,156.54,0.201,2,1
164.46,163.77,0.1896,2,1
165.54,169.78,0.1792,2,1
165.59,168.99,0.1792,2,1
168.36,165.85,0.1729,2,1
169.67,165.1,0.1698,2,1
171.13,167.08,0.1604,2,1
172.89,167.33,0.1594,2,1
173.96,165.97,0.1583,2,1
175.03,146.48,0.1688,2,-1
175.68,138.11,0.174,2,-1
176.61,146.16,0.1823,2,-1
173.95,148.3,0.1844,2,-1
174.98,144.46,0.1906,2,-1
175.17,150.11,0.1969,2,1
174.38,167.69,0.2,2,1
174.0,162.67,0.2021,2,1
173.43,171.15,0.2031,2,1
168.14,165.85,0.2062,2,1
155.34,152.92,0.2125,2,1
119.82,147.49,0.2104,2,-1
117.07,146.09,0.2104,2,-1
109.04,159.58,0.2167,2,1
84.16,159.79,0.225,2,1
88.39,155.02,0.226,0,-1
67.56,149.43,0.224,0,-1
56.44,143.77,0.2281,0,-1
48.69,145.04,0.2302,0,-1
43.31,144.44,0.2385,0,-1
41.73,146.02,0.2542,0,-1
41.29,145.06,0.2594,0,-1
43.53,146.37,0.2667,0,-1
40.49,152.86,0.274,0,-1
36.07,153.48,0.275,0,-1
29.74,155.51,0.2812,0,-1
27.11,160.82,0.2823,0,-1
27.04,163.0,0.2875,0,-1
26.73,159.93,0.2885,0,-1
20.67,162.64,0.2896,0,-1
23.31,167.72,0.2917,0,-1
23.23,171.99,0.2938,0,-1
25.27,179.52,0.2906,0,-1
25.06,179.33,0.2917,0,-1
22.38,171.65,0.2896,0,-1
25.74,170.67,0.2833,0,-1
36.23,175.0,0.276,0,-1
46.42,179.51,0.2896,0,-1
61.8,177.63,0.2938,0,-1
87.18,175.43,0.2958,0,-1
85.16,177.55,0.2896,0,-1
109.3,179.8,0.2906,0,-1
113.87,179.51,0.3,2,1
119.78,178.83,0.3021,2,1
123.12,179.66,0.3063,2,1
120.97,178.94,0.3042,2,1
124.49,178.89,0.3052,2,1
132.23,177.2,0.3063,2,1
131.39,177.2,0.3052,2,1
135.29,176.88,0.3052,2,1
137.53,173.42,0.3052,2,1
140.37,172.3,0.3,2,1
145.46,171.23,0.2917,2,1
145.11,169.06,0.2823,2,1
146.68,170.22,0.2802,2,1
150.03,169.21,0.2687,2,1
154.62,171.18,0.2625,2,1
154.37,176.71,0.2594,2,1
156.47,176.29,0.2635,2,1
152.47,173.94,0.2604,2,1
153.52,175.65,0.2615,2,1
156.42,171.03,0.2687,2,1
158.23,171.44,0.2698,2,1
159.1,167.71,0.2781,2,1
155.94,162.69,0.2812,2,1
151.56,162.06,0.2823,2,1
149.05,159.5,0.2833,2,1
145.23,157.91,0.2844,2,1
145.56,159.12,0.2844,2,1
149.73,161.54,0.2823,2,1
151.57,161.18,0.2792,2,1
147.26,165.32,0.2906,2,1
146.58,164.48,0.2927,2,1
147.18,162.85,0.2885,2,1
146.97,159.79,0.2812,2,1
148.68,158.71,0.2812,2,1
148.24,157.68,0.2781,2,1
147.96,158.2,0.2771,2,1
147.51,160.0,0.276,2,1
148.32,160.6,0.276,2,1
145.47,162.81,0.2771,2,1
141.23,163.1,0.2771,2,1
135.18,163.37,0.2729,2,1
129.96,169.81,0.276,2,1
122.21,178.04,0.2719,2,1
120.68,175.61,0.276,2,1
116.57,179.66,0.2781,2,1
114.08,170.76,0.2729,2,1
111.17,157.65,0.2771,2,1
104.04,160.32,0.2833,2,1
106.09,149.43,0.2833,2,-1
104.33,149.38,0.276,2,-1
104.26,147.84,0.2708,2,-1
102.24,143.46,0.2677,2,-1
104.29,144.33,0.2729,2,-1
106.6,152.02,0.2812,2,1
111.24,155.28,0.2875,2,1
112.69,158.07,0.2885,2,1
120.48,154.42,0.2927,2,1
138.41,156.29,0.2823,2,1
149.48,156.09,0.2833,2,1
161.71,158.84,0.2833,2,1
161.7,158.72,0.2833,2,1
170.07,162.3,0.2854,2,1
174.12,178.18,0.2844,2,1
172.61,171.46,0.2844,2,1
168.38,162.01,0.2844,2,1
167.37,157.31,0.2896,2,1
164.85,152.75,0.2927,2,1
163.71,149.57,0.2958,2,-1
162.27,150.6,0.2969,2,1
161.01,147.99,0.2979,2,-1
163.03,147.3,0.2979,2,-1
164.57,148.55,0.2969,2,-1
169.56,151.94,0.2906,2,1
169.22,155.82,0.2875,2,1
170.12,158.2,0.2844,2,1
169.33,160.77,0.2802,2,1
169.69,161.33,0.2677,2,1
168.59,160.96,0.2677,2,1
168.44,164.34,0.2687,2,1
168.6,168.31,0.2667,2,1
167.12,167.21,0.2677,2,1
165.11,166.85,0.2687,2,1
164.37,165.3,0.2729,2,1
167.01,167.06,0.276,0,1
171.9,170.63,0.276,0,1
169.99,169.66,0.276,0,1
172.31,169.52,0.2771,0,1
170.2,168.58,0.2792,0,1
171.53,171.52,0.2823,0,1
171.84,170.21,0.2823,0,1
174.14,164.75,0.2823,0,-1
175.31,160.46,0.2812,0,-1
171.75,157.17,0.2812,0,-1
168.12,156.75,0.2823,0,-1
166.97,153.98,0.2812,0,-1
168.69,155.32,0.2802,0,-1
168.67,155.69,0.2792,0,-1
168.26,159.86,0.2781,0,-1
166.08,159.86,0.2781,0,-1
163.5,163.4,0.2771,0,-1
163.25,169.9,0.274,0,-1
164.63,175.98,0.2719,0,-1
165.7,179.19,0.2719,0,1
163.56,174.26,0.2677,0,-1
161.18,169.38,0.2687,0,-1
160.27,167.11,0.2687,0,-1
160.27,166.24,0.2677,0,-1
158.07,160.03,0.2646,0,-1
151.97,161.53,0.2635,0,-1
152.74,163.56,0.2615,0,-1
149.48,165.12,0.2594,0,-1
146.08,167.52,0.2573,0,-1
149.58,167.25,0.2594,0,-1
150.79,170.52,0.2583,0,-1
157.24,170.87,0.2552,0,-1
155.55,173.42,0.2469,0,-1
155.69,171.75,0.2375,0,-1
157.56,171.6,0.2344,0,-1
161.91,169.23,0.2229,0,-1
166.01,166.75,0.2115,0,1
169.27,163.12,0.1948,0,-1
172.5,162.48,0.174,0,-1
176.5,164.2,0.1583,0,-1
178.85,163.81,0.1573,0,-1
178.84,163.11,0.1396,0,-1
175.9,162.19,0.1115,0,-1
173.22,166.62,0.0917,0,1
170.32,163.92,0.074,0,-1
169.56,159.42,0.0656,0,-1
170.78,159.02,0.0604,0,-1
175.58,157.76,0.0563,0,-1
174.28,162.37,0.0542,0,-1
173.91,163.9,0.0479,0,-1
171.66,164.44,0.0427,0,-1
177.72,167.59,0.051,0,1
175.18,169.76,0.0531,0,1
177.75,173.69,0.049,0,1
179.09,170.53,0.051,0,1
178.6,169.91,0.0479,0,1
177.75,178.35,0.049,0,1
178.35,175.55,0.0187,0,1
177.12,176.8,0.0271,0,1
178.7,175.95,0.0135,0,1
177.82,178.53,0.0083,0,1
175.83,176.86,0.0104,0,1
174.39,178.36,-0.0146,0,1
178.72,179.83,-0.0115,0,1
177.86,178.55,-0.0167,0,1
175.7,177.53,0.024,0,1
179.13,178.86,0.0625,0,1
172.73,178.03,0.0344,0,1
169.83,179.6,0.0219,0,1
161.47,178.02,-0.0198,0,-1
146.37,173.78,0.0031,0,-1
149.76,175.59,-0.0437,0,-1
157.96,175.91,-0.0625,0,-1
159.52,177.43,-0.0823,0,-1
160.04,177.87,-0.0917,0,-1
161.13,177.51,-0.0938,0,-1
166.74,179.58,-0.0896,0,1
170.29,179.16,-0.1083,0,1
168.41,177.16,-0.0844,0,1
165.41,176.4,-0.0844,0,1
165.51,163.65,-0.076,0,-1
163.8,165.53,-0.0594,0,-1
160.06,159.91,-0.0604,0,-1
153.84,165.33,-0.051,0,-1
152.57,167.97,-0.0469,0,-1
147.81,174.56,-0.0521,0,-1
158.09,175.02,-0.0563,0,-1
112.99,170.61,-0.0521,0,-1
138.37,179.65,-0.0333,0,-1
136.92,178.59,-0.0385,0,-1
171.96,178.73,-0.0708,0,1
170.25,178.85,-0.0406,0,1
170.73,179.99,-0.0333,0,1
169.74,178.34,-0.0406,0,1
172.84,175.85,-0.0448,0,1
170.8,174.92,-0.0354,0,1
175.09,176.24,-0.0292,0,1
177.19,178.08,-0.0156,0,1
173.52,177.88,0.0,0,1
171.25,179.82,-0.0292,0,1
166.8,178.28,-0.0365,0,1
164.66,179.11,-0.0365,0,-1
177.88,178.1,-0.0396,0,1
167.14,179.37,-0.0552,0,1
160.29,179.32,-0.0646,0,-1
159.36,178.48,-0.0719,0,-1
157.79,177.09,-0.0677,0,-1
175.29,175.73,-0.0594,0,1
178.5,174.84,-0.051,0,1
175.22,175.74,-0.049,0,1
175.92,175.8,-0.0448,0,1
177.32,175.35,-0.0396,0,1
174.73,178.73,-0.0292,0,1
173.9,179.22,-0.0365,0,1
176.65,179.22,-0.0344,0,1
176.55,179.44,-0.0271,0,1
174.75,179.79,-0.0104,0,1
174.44,178.48,-0.0094,0,1
176.21,178.59,0.026,0,1
177.29,168.96,0.051,0,1
175.44,166.37,0.0771,0,1
173.4,166.78,0.0677,0,1
174.62,179.62,0.0604,0,1
176.99,176.16,0.0646,0,1
177.52,175.98,0.05,0,1
177.43,176.34,0.0448,0,1
178.09,177.13,0.0302,0,1
177.78,177.77,0.0167,0,1
177.77,178.3,0.0146,0,1
177.77,179.96,0.0146,0,1
179.79,177.25,-0.0073,0,1
179.78,180.0,0.0198,0,1
178.38,179.92,0.0323,0,1
179.68,178.64,0.0219,0,1
176.62,176.19,0.0198,0,1
179.53,175.81,0.0135,0,1
178.08,174.95,-0.0063,0,1
167.66,175.8,-0.0094,0,1
174.08,176.28,-0.0406,0,1
177.0,175.21,-0.0375,0,1
177.72,176.09,-0.0344,0,1
176.94,175.32,-0.0354,0,1
176.93,176.09,-0.0344,0,1
178.59,177.43,-0.0125,0,1
175.71,179.39,-0.0198,0,1
171.53,179.27,-0.0021,0,1
171.8,179.23,0.0052,0,1
170.38,177.97,0.026,0,1
169.79,177.53,0.0552,0,1
169.11,177.85,0.075,0,1
168.48,175.07,0.0885,0,1
168.48,174.81,0.0979,0,1
169.2,173.66,0.1187,0,1
168.78,174.37,0.1083,0,1
167.72,173.95,0.1187,0,1
169.03,173.95,0.1208,0,1
168.48,172.32,0.1302,0,1
168.2,172.73,0.1385,0,1
168.2,173.13,0.1448,0,1
168.32,173.19,0.1406,0,1
167.6,174.83,0.1427,0,1
168.02,172.81,0.1375,0,1
167.77,172.47,0.1333,0,1
167.74,172.07,0.1323,0,1
167.7,172.53,0.1292,0,1
167.68,173.37,0.126,0,1
167.81,173.72,0.124,0,1
172.98,173.6,0.1042,0,1
173.07,173.91,0.0927,0,1
172.3,174.21,0.0865,0,1
169.93,174.58,0.0646,0,1
168.61,175.45,0.0688,0,1
175.56,175.45,0.0688,0,1
164.0,173.84,0.0656,0,-1
176.53,173.84,0.0667,0,1
178.78,175.46,0.0604,0,1
178.36,175.03,0.0604,0,1
174.56,175.09,0.0625,0,1
173.11,175.09,0.0604,0,1
172.97,175.89,0.0646,0,1
170.87,175.12,0.0719,0,1
171.58,175.12,0.0729,0,1
171.03,175.52,0.074,0,1
171.7,175.52,0.0781,0,1
172.36,174.72,0.0792,0,1
175.21,175.14,0.0813,0,1
175.17,175.13,0.0833,0,1
175.22,174.69,0.0781,0,1
175.15,175.1,0.074,0,1
174.41,176.31,0.0771,0,1
175.71,177.17,0.0844,0,1
174.92,178.41,0.0854,0,1
174.88,178.44,0.0885,0,1
174.08,179.46,0.0875,0,1
176.23,176.36,0.0844,0,1
175.99,171.51,0.0865,0,1
177.56,170.08,0.0854,0,1
178.26,166.34,0.0781,0,1
179.89,162.71,0.074,0,-1
178.49,158.85,0.0646,0,-1
174.08,152.72,0.0542,0,-1
167.99,146.99,0.0542,0,-1
152.89,142.2,0.0604,0,-1
138.96,141.48,0.0563,0,-1
141.92,137.88,0.0458,0,-1
143.06,134.93,0.0385,0,-1
131.93,128.64,0.05,0,-1
119.92,123.0,0.0302,0,-1
113.07,121.44,0.0229,0,-1
107.84,118.64,0.025,0,-1
88.19,114.89,0.0156,0,-1
74.31,111.76,-0.0052,0,-1
74.47,109.15,0.0,0,-1
65.81,111.61,-0.0094,0,-1
60.32,106.88,-0.0292,0,-1
56.71,104.71,-0.0344,0,-1
62.91,105.54,-0.0385,0,-1
63.64,105.88,-0.0365,0,-1
56.42,106.41,-0.0417,0,-1
51.88,104.56,-0.0677,0,-1
55.35,102.97,-0.0604,0,-1
60.35,103.42,-0.051,0,-1
51.77,101.63,-0.0563,0,-1
47.1,100.25,-0.076,0,-1
30.14,100.47,-0.0688,0,-1
29.18,99.3,-0.0667,0,-1
22.03,99.41,-0.0604,0,-1
34.54,100.78,-0.0417,0,-1
41.74,99.02,-0.0396,0,-1
66.96,103.49,-0.0208,0,-1
95.94,110.44,-0.0052,0,-1
124.26,117.26,0.0146,0,-1
140.49,124.93,0.025,0,-1
138.34,126.78,0.0198,0,-1
146.59,141.89,0.0563,0,-1
145.64,145.83,0.0635,0,-1
147.47,149.97,0.0625,0,-1
169.58,156.53,0.0542,0,-1
178.77,165.0,0.0542,0,1
173.63,174.81,0.051,0,1
164.66,178.2,0.0625,0,-1
165.1,178.22,0.0615,0,1
166.8,172.49,0.0677,0,1
168.4,171.68,0.0719,0,1
168.78,169.23,0.0781,0,1
172.73,168.86,0.0813,0,1
168.53,168.09,0.0823,0,1
165.7,168.19,0.0844,0,1
165.7,167.38,0.0854,0,1
167.09,169.06,0.0833,0,1
167.05,169.02,0.0813,0,1
167.17,169.01,0.0823,0,1
167.13,169.77,0.0813,0,1
167.92,170.15,0.0802,0,1
167.92,171.02,0.0813,0,1
167.96,171.85,0.0813,0,1
167.09,172.73,0.0802,0,1
167.93,173.61,0.0854,0,1
167.13,174.06,0.0844,0,1
167.81,175.29,0.0938,0,1
167.69,176.56,0.0969,0,1
168.87,179.6,0.1,0,1
164.33,177.36,0.1042,0,-1
171.46,172.43,0.1073,0,1
173.5,166.92,0.0979,0,1
175.82,164.9,0.0938,0,-1
168.77,160.76,0.0865,0,-1
162.94,158.35,0.0781,0,-1
151.64,150.5,0.0719,0,-1
141.59,143.67,0.0667,0,-1
136.63,136.48,0.0521,0,-1
135.87,126.9,0.0594,0,-1
131.5,122.4,0.0594,0,-1
121.1,121.35,0.0521,0,-1
109.65,115.7,0.0542,0,-1
99.53,108.25,0.0333,0,-1
97.18,107.69,0.0042,0,-1
87.79,103.21,-0.0292,0,-1
86.03,99.09,-0.0312,0,-1
85.5,97.29,-0.0396,0,-1
83.7,93.32,-0.0406,0,-1
86.1,92.2,-0.0417,0,-1
91.1,91.99,-0.0448,0,-1
89.88,91.42,-0.0531,0,-1
79.26,94.53,-0.0563,0,-1
71.13,93.49,-0.0615,0,-1
73.21,94.37,-0.0615,0,-1
73.55,94.72,-0.0604,0,-1
74.59,94.49,-0.0573,0,-1
75.77,93.15,-0.0625,0,-1
76.84,93.75,-0.0635,0,-1
74.16,95.99,-0.0542,0,-1
78.14,98.03,-0.0427,0,-1
89.4,104.16,-0.0031,0,-1
110.4,115.64,0.0292,0,-1
130.46,121.03,0.0437,0,-1
135.38,129.81,0.0594,0,-1
132.93,130.79,0.0646,0,-1
140.88,134.83,0.0781,0,-1
150.87,146.41,0.0917,0,-1
174.52,154.87,0.1042,0,-1
174.74,167.41,0.1208,0,1
169.51,175.3,0.124,0,1
168.88,176.71,0.125,0,1
166.09,175.79,0.1271,0,1
166.99,171.32,0.1302,0,1
167.1,169.77,0.126,0,1
168.57,169.39,0.125,0,1
168.65,168.2,0.125,0,1
168.68,169.04,0.124,0,1
168.11,169.87,0.1229,0,1
168.07,169.52,0.124,0,1
168.78,169.45,0.124,0,1
168.68,169.8,0.1219,0,1
168.68,170.22,0.1177,0,1
168.68,169.45,0.1177,0,1
167.89,168.92,0.1219,0,1
167.76,168.95,0.1229,0,1
166.93,169.3,0.1271,0,1
167.06,170.14,0.1281,0,1
168.54,171.78,0.1281,0,1
167.81,173.07,0.126,0,1
167.69,174.3,0.125,0,1
167.01,175.56,0.126,0,1
167.44,178.77,0.1219,0,1
168.49,176.63,0.1156,0,1
172.16,168.65,0.1062,0,1
174.4,166.22,0.1031,0,1
176.18,160.35,0.099,0,-1
177.06,154.33,0.0938,0,-1
165.3,145.43,0.0844,0,-1
156.39,136.55,0.0823,0,-1
158.84,133.9,0.0875,0,-1
141.48,129.22,0.0802,0,-1
127.83,123.39,0.0656,0,-1
127.01,123.9,0.0615,0,-1
123.42,120.1,0.0521,0,-1
114.95,114.62,0.0479,0,-1
105.55,112.0,0.024,0,-1
98.02,107.4,0.001,0,-1
93.87,104.23,-0.0125,0,-1
89.94,101.82,-0.0094,0,-1
86.53,99.65,-0.0135,0,-1
85.99,98.26,-0.0135,0,-1
80.42,98.31,-0.0312,0,-1
81.75,96.43,-0.0094,0,-1
79.5,96.18,-0.0198,0,-1
80.53,94.63,-0.0208,0,-1
83.05,95.11,-0.0198,0,-1
83.28,94.82,-0.0177,0,-1
85.24,95.11,-0.0177,0,-1
91.93,95.29,0.0177,0,-1
91.22,98.29,0.0156,0,-1
98.48,101.67,0.0375,0,-1
105.21,105.38,0.0375,0,-1
104.82,115.1,0.0552,0,-1
115.12,129.39,0.0771,0,-1
150.11,136.64,0.0865,0,-1
164.23,144.68,0.0979,0,-1
168.15,145.95,0.1,0,-1
177.36,151.96,0.0979,0,-1
179.56,164.2,0.1094,0,-1
174.58,177.28,0.1198,0,1
169.81,174.2,0.1115,0,1
168.39,169.46,0.1156,0,1
168.45,167.79,0.1083,0,1
167.25,167.84,0.1135,0,1
166.8,168.42,0.1167,0,1
166.8,166.73,0.1146,0,1
164.72,167.94,0.1229,0,-1
166.2,167.99,0.1271,0,1
164.85,168.34,0.125,0,-1
164.08,169.66,0.1219,0,-1
165.47,168.51,0.1271,0,1
164.97,169.76,0.1281,0,-1
165.83,169.76,0.1302,0,1
165.9,169.86,0.1313,0,1
166.61,169.86,0.1313,0,1
165.92,170.66,0.1313,0,1
165.88,171.45,0.1302,0,1
164.96,171.45,0.1292,0,-1
165.91,173.85,0.1292,0,1
176.03,176.35,0.125,0,1
176.3,179.7,0.1187,0,1
177.73,177.03,0.1198,0,1
176.93,171.86,0.1125,0,1
179.31,164.76,0.1062,0,-1
179.22,160.23,0.1073,0,-1
176.48,155.44,0.101,0,-1
174.53,154.87,0.0979,0,-1
171.47,146.98,0.0885,0,-1
168.43,142.16,0.0885,0,-1
168.17,141.89,0.0875,0,-1
162.46,138.22,0.0927,0,-1
158.3,133.41,0.0958,0,-1
151.34,129.72,0.0906,0,-1
144.37,126.37,0.0833,0,-1
142.93,126.58,0.0865,0,-1
134.9,125.27,0.0854,0,-1
123.36,116.42,0.0771,0,-1
121.91,112.24,0.0698,0,-1
115.86,106.49,0.0594,0,-1
111.07,102.76,0.0437,0,-1
107.59,101.11,0.0146,0,-1
108.85,100.66,-0.0146,0,-1
92.1,96.6,-0.0125,0,-1
90.46,96.23,-0.0281,0,-1
91.38,95.51,-0.024,0,-1
87.92,94.27,-0.026,0,-1
89.57,91.0,-0.0302,0,-1
88.4,89.67,-0.0365,0,-1
89.28,90.71,-0.0375,0,-1
90.35,90.76,-0.0385,0,-1
89.36,92.62,-0.0375,0,-1
93.69,92.33,-0.024,0,-1
104.39,98.35,0.0271,0,-1
103.28,101.54,0.0312,0,-1
110.57,102.57,0.0615,0,-1
121.0,112.94,0.0719,0,-1
131.66,121.69,0.076,0,-1
139.39,133.24,0.0896,0,-1
158.51,141.33,0.0938,0,-1
163.14,143.39,0.0865,0,-1
170.87,149.09,0.0979,0,-1
178.51,162.75,0.1146,0,-1
175.63,171.03,0.1313,0,1
174.96,179.12,0.1281,0,1
172.76,171.17,0.1365,0,1
170.48,169.35,0.1458,0,1
168.46,167.45,0.151,0,1
168.33,167.34,0.1469,0,1
168.46,167.68,0.15,0,1
167.09,168.53,0.1573,0,1
168.45,169.75,0.1583,0,1
168.33,170.09,0.1562,0,1
168.98,171.32,0.1594,0,1
169.11,172.57,0.1615,0,1
168.45,173.01,0.1625,0,1
167.63,175.64,0.1615,0,1
172.45,179.07,0.1562,0,1
175.82,174.89,0.15,0,1
176.59,172.65,0.1469,0,1
179.55,165.78,0.1469,0,1
175.29,160.69,0.1365,0,-1
173.09,155.84,0.126,0,-1
172.61,147.86,0.1156,0,-1
172.48,144.89,0.1135,0,-1
169.95,141.28,0.1115,0,-1
166.76,135.56,0.1104,0,-1
161.28,129.24,0.0969,0,-1
159.36,125.45,0.0865,0,-1
149.97,117.99,0.0729,0,-1
142.33,107.66,0.051,0,-1
122.8,101.8,0.0406,0,-1
119.8,98.87,0.0385,0,-1
110.64,95.39,0.0302,0,-1
105.6,90.89,0.0,0,-1
88.49,88.52,-0.0385,0,-1
87.78,85.94,-0.0563,0,-1
87.91,87.48,-0.0542,0,-1
81.66,87.16,-0.0698,0,-1
81.21,81.03,-0.0667,0,-1
82.67,80.02,-0.0708,0,-1
84.72,78.52,-0.0635,0,-1
89.07,81.4,-0.0552,0,-1
93.23,85.49,-0.0458,0,-1
97.89,86.96,-0.0417,0,-1
106.35,92.8,-0.0021,0,-1
124.72,103.01,0.0625,0,-1
128.54,114.33,0.0667,0,-1
144.69,122.05,0.0792,0,-1
149.65,124.64,0.0865,0,-1
154.09,132.8,0.099,0,-1
159.7,141.08,0.1146,0,-1
164.43,148.82,0.124,0,-1
171.39,156.44,0.1292,0,-1
177.77,166.75,0.1365,0,1
177.1,177.49,0.1406,0,1
172.68,173.82,0.1448,0,1
171.75,173.82,0.1448,0,1
169.0,171.81,0.1479,0,1
167.57,170.45,0.15,0,1
169.14,171.36,0.151,0,1
170.44,171.65,0.149,0,1
170.43,172.19,0.15,0,1
170.57,171.83,0.1521,0,1
169.77,171.83,0.1573,0,1
169.77,179.03,0.1583,0,1
169.9,176.56,0.1635,0,1
170.57,175.75,0.1635,0,1
170.7,175.24,0.1615,0,1
170.7,175.24,0.1625,0,1
170.7,175.17,0.1604,0,1
170.17,175.98,0.1604,0,1
170.17,177.57,0.1573,0,1
170.79,178.82,0.1552,0,1
170.79,179.87,0.1531,0,1
172.03,176.85,0.15,0,1
175.8,174.16,0.1437,0,1
178.08,169.12,0.1437,0,1
178.83,163.21,0.1354,0,-1
177.81,156.46,0.124,0,-1
174.0,151.22,0.1187,0,-1
174.0,149.05,0.1187,0,-1
169.38,144.98,0.1156,0,-1
165.78,141.06,0.1156,0,-1
161.49,137.78,0.1042,0,-1
157.3,134.13,0.099,0,-1
151.17,126.1,0.0844,0,-1
150.07,124.19,0.0833,0,-1
134.19,103.94,0.0542,0,-1
128.75,100.18,0.051,0,-1
109.49,97.94,0.0427,0,-1
97.39,94.31,0.0094,0,-1
84.01,95.15,-0.0063,0,-1
88.92,92.71,-0.0021,0,-1
81.05,89.0,-0.0073,0,-1
82.64,90.68,-0.0333,0,-1
77.71,88.6,-0.0437,0,-1
80.08,89.18,-0.0563,0,-1
79.22,84.32,-0.0583,0,-1
79.74,83.54,-0.0583,0,-1
83.6,84.88,-0.0563,0,-1
83.76,83.84,-0.0521,0,-1
82.44,86.6,-0.0521,0,-1
84.45,88.35,-0.0479,0,-1
93.1,88.66,-0.0042,0,-1
101.74,94.81,0.0365,0,-1
105.88,96.89,0.0323,0,-1
110.33,101.28,0.0458,0,-1
125.34,109.52,0.0719,0,-1
136.39,121.26,0.0865,0,-1
149.29,127.81,0.1,0,-1
152.03,130.8,0.1042,0,-1
153.67,143.84,0.1177,0,-1
164.43,146.13,0.1156,0,-1
170.92,153.46,0.1167,0,-1
173.26,158.89,0.1208,0,-1
179.12,169.93,0.1167,0,1
175.8,172.18,0.1271,0,1
171.25,173.54,0.1313,0,1
169.65,173.72,0.1344,0,1
168.79,177.72,0.126,0,1
167.99,176.62,0.1365,0,1
168.52,173.82,0.1396,0,1
174.55,170.8,0.1437,0,1
175.99,169.92,0.1427,0,1
165.59,167.95,0.1417,0,1
163.75,169.72,0.1417,0,-1
154.34,179.6,0.1375,0,-1
127.65,177.8,0.1448,0,-1
103.01,179.42,0.1281,0,-1
78.86,179.1,0.1375,0,-1
76.23,179.45,0.1479,0,-1
51.78,178.84,0.1521,0,-1
51.55,177.9,0.1594,0,-1
51.7,179.07,0.1625,0,-1
46.09,178.21,0.1656,0,-1
43.79,178.21,0.176,0,-1
40.48,178.89,0.1844,0,-1
40.82,178.89,0.1865,0,-1
44.69,179.71,0.1875,0,-1
51.67,178.11,0.1906,0,-1
81.03,178.61,0.1812,0,-1
153.43,176.55,0.1833,0,-1
165.68,175.41,0.1729,0,1
160.97,175.39,0.1719,0,-1
164.81,179.42,0.1708,0,-1
167.3,177.0,0.174,0,1
173.86,176.05,0.1323,0,1
178.63,177.73,0.1292,0,1
177.0,175.42,0.1177,0,1
176.45,172.03,0.1042,0,1
174.8,172.97,0.1042,0,1
174.85,173.24,0.099,0,1
175.93,173.14,0.0948,0,1
176.62,170.82,0.0885,0,1
179.58,172.0,0.0833,0,1
179.85,172.57,0.0844,0,1
179.67,172.77,0.0813,0,1
177.62,173.72,0.0781,0,1
165.74,174.76,0.1021,0,1
169.13,176.06,0.1187,0,1
171.93,175.43,0.1187,0,1
164.74,177.43,0.1302,0,-1
167.07,177.62,0.1292,0,1
162.74,178.32,0.1448,0,-1
167.57,176.2,0.1427,0,1
165.98,175.85,0.1385,0,1
156.69,176.65,0.1208,0,-1
150.42,175.68,0.1115,0,-1
144.17,176.25,0.1135,0,-1
143.39,177.77,0.1396,0,-1
148.7,177.21,0.1344,0,-1
150.94,170.72,0.1667,0,-1
142.3,179.65,0.1781,0,-1
153.1,179.59,0.1844,0,-1
173.23,177.76,0.1562,0,1
175.32,178.76,0.1625,0,1
178.6,173.69,0.1552,0,1
168.22,177.56,0.1656,0,1
169.59,172.3,0.1792,0,1
167.27,167.3,0.1917,0,1
